PageLink,EventName,EventType,EventTypeId,Country,City,ContinentCode,Subcontinent,StartDateTime,EndDateTime,Tags,EventCode,Comments,EventDateChangeId,eventId,FromStartDate,FromEndDate,ToStartDate,ToEndDate,ShowInCalendar,Type,Event_Tier_Name
,ITTF Fa40 Slovenia Para Open 2021,Para Open,54,Slovenia,Laško,europe,southern europe,2021-05-29T00:00:00,2021-06-01T00:00:00,,0.0,Dates TBC,152.0,2448,2021-05-29T00:00:00,2021-06-01T00:00:00,,,True,Postponed,
,Paralympic World Qualification Tournament,Paralympic Games,52,Slovenia,Laško,europe,southern europe,2021-06-03T00:00:00,2021-06-05T00:00:00,,0.0,,,2449,,,,,,,
,WTT Youth Contender Havirov 2021,WTT Youth Contender,69,Czechia,Havirov,europe,eastern europe,2021-06-07T00:00:00,2021-06-13T00:00:00,,0.0,,,2466,,,,,,,WTT Youth Series
,ITTF Fa40 Slovakia Para Open 2021,Para Open,54,Slovak Republic,Bratislava ,europe,eastern europe,2021-06-09T00:00:00,2021-06-12T00:00:00,,0.0,,167.0,2453,2021-06-09T00:00:00,2021-06-12T00:00:00,,,True,Cancelled,
,WTT Youth Star Contender Otocec 2021 - Presented by I Feel Slovenia,WTT Youth Star Contender,68,Slovenia,Otocec,europe,southern europe,2021-06-15T00:00:00,2021-06-19T00:00:00,,0.0,,,2467,,,,,,,WTT Youth Series
,ITTF Fa20 Czech Para Open 2021,Para Open,54,Czechia,Ostrava ,europe,eastern europe,2021-07-01T00:00:00,2021-07-03T00:00:00,,0.0,,,2423,,,,,,,
,2021 63rd European Youth Championships,Continental,36,Croatia,Varaždin,europe,southern europe,2021-07-18T00:00:00,2021-08-01T00:00:00,,5271.0,,,2220,,,,,,,
,South American Youth Championships,Youth Championships,33,Peru,Lima ,americas,south america,2021-07-21T00:00:00,2021-07-21T00:00:00,,21012.0,,171.0,2218,2021-07-21T00:00:00,2021-07-21T00:00:00,,,True,Cancelled,
,WTT Youth Star Contender,WTT Youth Star Contender,68,Portugal,,europe,southern europe,2021-08-10T00:00:00,2021-08-14T00:00:00,,5309.0,,162.0,2446,2021-08-10T00:00:00,2021-08-14T00:00:00,,,True,Cancelled,WTT Youth Series
,WTT Youth Contender San Jose 2021,WTT Youth Contender,69,Costa Rica,San Jose,americas,central america,2021-08-16T00:00:00,2021-08-22T00:00:00,,0.0,,158.0,2419,2021-08-16T00:00:00,2021-08-22T00:00:00,,,True,Cancelled,WTT Youth Series
,WTT Youth Contender Abidjan 2021,WTT Youth Contender,69,Cote d'Ivoire,Abidjan,africa,west africa,2021-08-23T00:00:00,2021-08-29T00:00:00,,0.0,,159.0,2418,2021-08-23T00:00:00,2021-08-29T00:00:00,,,True,Cancelled,WTT Youth Series
,WTT Youth Contender Accra 2021,WTT Youth Contender,69,Ghana,Accra,africa,west africa,2021-08-23T00:00:00,2021-08-29T00:00:00,,0.0,,160.0,2430,2021-08-23T00:00:00,2021-08-29T00:00:00,,,True,Cancelled,WTT Youth Series
,WTT Youth Contender Taipei 2021,WTT Youth Contender,69,Chinese Taipei,Taipei,asia,east asia,2021-08-23T00:00:00,2021-08-29T00:00:00,,0.0,,161.0,2458,2021-08-23T00:00:00,2021-08-29T00:00:00,,,True,Cancelled,WTT Youth Series
,Tokyo 2020 Paralympic Games,Paralympic Games,52,Japan,Tokyo,asia,east asia,2021-08-24T00:00:00,2021-09-05T00:00:00,,2910.0,,30.0,2226,2020-08-25T00:00:00,2020-09-06T00:00:00,2021-08-24T00:00:00,2021-09-05T00:00:00,True,Postponed,
,Tokyo 2020 Paralympic Games  - Table Tennis Dates,Paralympic Games,52,Japan,Tokyo,asia,east asia,2021-08-25T00:00:00,2021-09-03T00:00:00,,21019.0,,31.0,2227,2020-08-26T00:00:00,2020-09-04T00:00:00,2021-08-25T00:00:00,2021-09-03T00:00:00,True,Postponed,
,Central American U11 & U13 Championships,Continental,36,Mexico,Acapulco,americas,central america,2021-08-31T00:00:00,2021-09-04T00:00:00,,21016.0,,,2223,,,,,,,
,WTT Youth Contender Varaždin 2021,WTT Youth Contender,69,Croatia,Varaždin,europe,southern europe,2021-09-04T00:00:00,2021-09-10T00:00:00,,0.0,,,2421,,,,,,,WTT Youth Series
,WTT Youth Contender Otocec 2021 - Presented by I Feel Slovenia,WTT Youth Contender,69,Slovenia,Otocec,europe,southern europe,2021-09-04T00:00:00,2021-09-10T00:00:00,,0.0,,,2494,,,,,,,WTT Youth Series
,2021 ITTF-Oceania Youth Championships,Youth Championships,33,New Zealand,Hamilton,oceania,australasia,2021-09-07T00:00:00,2021-09-09T00:00:00,,,Dates TBC,178.0,2481,2021-09-07T00:00:00,2021-09-09T00:00:00,,,True,Postponement,
,2021 ITTF-Oceania Cup and Pacific Cup,Youth Championships,33,New Zealand,Hamilton,oceania,australasia,2021-09-09T00:00:00,2021-09-10T00:00:00,,,Dates TBC,179.0,2482,2021-09-09T00:00:00,2021-09-10T00:00:00,,,True,Postponement,
,2021 - ITTF Pan American Youth Championships,Youth Continental Championships,87,Dominican Republic,Santo Domingo,americas,caribbean,2021-09-12T00:00:00,2021-09-18T00:00:00,,5272.0,,,2782,,,,,,,
,ITTF Pan American Youth Championships (U19 & U15),Continental,36,Argentina,Buenos Aires,americas,south america,2021-09-12T00:00:00,2021-09-18T00:00:00,,20121.0,,,2229,,,,,,,
,WTT Youth Contender Tunis 2021,WTT Youth Contender,69,Tunisia,Rades,africa,north africa,2021-09-13T00:00:00,2021-09-19T00:00:00,,0.0,,,2495,,,,,,,WTT Youth Series
,WTT Youth Contender Cairo 2021,WTT Youth Contender,69,Egypt,Cairo ,africa,north africa,2021-09-13T00:00:00,2021-09-19T00:00:00,,0.0,,157.0,2425,2021-09-13T00:00:00,2021-09-19T00:00:00,,,True,Cancelled,WTT Youth Series
,WTT Youth Contender Bangkok 2021,WTT Youth Contender,69,Thailand,Bangkok ,asia,south east asia,2021-09-13T00:00:00,2021-09-19T00:00:00,,0.0,,156.0,2456,2021-09-13T00:00:00,2021-09-19T00:00:00,,,True,Cancelled,WTT Youth Series
,Central American Veteran Championships,World Championships,2,El Salvador,El Salvador,americas,central america,2021-09-14T00:00:00,2021-09-18T00:00:00,,,,,2515,,,,,,,
,WTT Youth Star Contender Lisbon 2021,WTT Youth Star Contender,68,Portugal,Lisbon,europe,southern europe,2021-09-18T00:00:00,2021-09-22T00:00:00,,0.0,,,2499,,,,,,,WTT Youth Series
,WTT Youth Contender Darwin 2021,WTT Youth Contender,69,Australia,Darwin ,oceania,australasia,2021-09-27T00:00:00,2021-10-03T00:00:00,,0.0,,164.0,2413,2021-09-27T00:00:00,2021-10-03T00:00:00,,,True,Cancelled,WTT Youth Series
,WTT Youth Contender Belgrade 2021,WTT Youth Contender,69,Serbia,Belgrade,europe,southern europe,2021-09-27T00:00:00,2021-10-03T00:00:00,,0.0,,,2496,,,,,,,WTT Youth Series
,WTT Youth Contender Assunción 2021,WTT Youth Contender,69,Paraguay,Assunción ,americas,south america,2021-09-27T00:00:00,2021-10-03T00:00:00,,0.0,,166.0,2441,2021-09-27T00:00:00,2021-10-03T00:00:00,,,True,Cancelled,WTT Youth Series
,WTT Youth Contender Muscat 2021,WTT Youth Contender,69,Oman,Muscat,asia,west asia,2021-10-10T00:00:00,2021-10-15T00:00:00,,0.0,,,2498,,,,,,,WTT Youth Series
,ITTF Fa20 Costa Brava Spanish Para Open 2021,Para Open,54,Spain,Platja d’Aro ,europe,southern europe,2021-10-14T00:00:00,2021-10-16T00:00:00,,0.0,,170.0,2427,2021-06-24T00:00:00,2021-06-26T00:00:00,2021-10-14T00:00:00,2021-10-16T00:00:00,True,Postponed,
,2021 Europe Youth Top-10,Continental,36,France,Tours,europe,western europe,2021-10-15T00:00:00,2021-10-17T00:00:00,,5333.0,,,2485,,,,,,,
,ITTF Pan American U11 & U13 Championships,Continental,36,Ecuador,Cuenca ,americas,south america,2021-10-18T00:00:00,2021-10-24T00:00:00,,20125.0,,,2233,,,,,,,
,WTT Youth Star Contender Wladyslawowo 2021,WTT Youth Star Contender,68,Poland,Wladyslawowo,europe,eastern europe,2021-10-19T00:00:00,2021-10-23T00:00:00,,0.0,,,2500,,,,,,,WTT Youth Series
,WTT Youth Contender Lignano 2021,WTT Youth Contender,69,Italy,Lignano Sabbiadoro,europe,southern europe,2021-10-24T00:00:00,2021-10-30T00:00:00,,0.0,,,2506,,,,,,,WTT Youth Series
,WTT Youth Contender Cuenca 2021,WTT Youth Contender,69,Ecuador,Cuenca,americas,south america,2021-10-25T00:00:00,2021-10-31T00:00:00,,0.0,,,2505,,,,,,,WTT Youth Series
,WTT Youth Contender Senec 2021,WTT Youth Contender,69,Slovak Republic,Senec,europe,eastern europe,2021-11-01T00:00:00,2021-11-07T00:00:00,,0.0,,,2507,,,,,,,WTT Youth Series
,WTT Youth Contender Szombathely 2021,WTT Youth Contender,69,Hungary,Szombathely,europe,eastern europe,2021-11-01T00:00:00,2021-11-07T00:00:00,,0.0,,,2508,,,,,,,WTT Youth Series
,WTT Youth Contender Hong Kong 2021,WTT Youth Contender,69,"Hong Kong, China",Hong Kong,asia,east asia,2021-11-01T00:00:00,2021-11-07T00:00:00,,,,173.0,2432,2021-11-01T00:00:00,2021-11-07T00:00:00,,,True,Cancelled,WTT Youth Series
,ITTF SQY French Para Open 2021,Para Open,54,France,Saint Quentin en Yvelines ,europe,western europe,2021-11-09T00:00:00,2021-11-11T00:00:00,,0.0,,,2429,,,,,,,
,2021 European Under 21 Championships,Youth Championships,33,Belgium,SPA ,europe,western europe,2021-11-11T00:00:00,2021-11-14T00:00:00,,5334.0,,,2414,,,,,,,
,ITTF Para XVIII Copa Tango,Para Open,54,Argentina,Buenos Aires ,americas,south america,2021-11-19T00:00:00,2021-11-21T00:00:00,,0.0,,,2412,,,,,,,
,Cali 2021 Pan American Junior Games,Pan American Junior Games,51,Colombia,Cali ,americas,south america,2021-11-25T00:00:00,2021-12-05T00:00:00,,,,,2478,,,,,,,
,Pan American Veteran Championships,Continental,36,TBD,,oceania,australasia,2021-11-30T00:00:00,2021-11-30T00:00:00,,21027.0,,172.0,2235,2021-11-30T00:00:00,2021-11-30T00:00:00,,,True,Dates TBD,
,Cali 2021 Pan American Junior Games - Table Tennis,Pan American Junior Games,51,Colombia,Cali ,americas,south america,2021-11-30T00:00:00,2021-12-05T00:00:00,,5288.0,,,2230,,,,,,,
,ITTF World Youth Championships,World Youth Championships,30,Portugal,Vila Nova De Gaia,europe,southern europe,2021-12-02T00:00:00,2021-12-08T00:00:00,,,,,2511,,,,,,,
,Asian Para Youth Games,Para Specials,22,Brunei,Manama,asia,south east asia,2021-12-02T00:00:00,2021-12-06T00:00:00,,,,,2512,,,,,,,
,WTT Youth Star Contender Tunis 2022,WTT Youth Star Contender,68,Tunisia,Rades,africa,north africa,2022-02-02T00:00:00,2022-02-06T00:00:00,,0.0,,,2523,,,,,,,WTT Youth Series
,WTT Youth Contender Spa 2022,WTT Youth Contender,69,Belgium,Spa,europe,western europe,2022-02-14T00:00:00,2022-02-20T00:00:00,,0.0,,,2525,,,,,,,WTT Youth Series
,WTT Youth Contender Metz 2022,WTT Youth Contender,69,France,Metz,europe,western europe,2022-02-14T00:00:00,2022-02-20T00:00:00,,0.0,,,2526,,,,,,,WTT Youth Series
,2022 Europe Top-16 Cup,WTT Youth Contender,69,Switzerland,Montreux,europe,western europe,2022-02-26T00:00:00,2022-02-27T00:00:00,,5389.0,,,2563,,,,,,,WTT Youth Series
,WTT Youth Contender Vila Real 2022,WTT Youth Contender,69,Portugal,Vila Real,europe,southern europe,2022-02-26T00:00:00,2022-03-04T00:00:00,,0.0,,,2527,,,,,,,WTT Youth Series
,WTT Youth Star Contender Doha 2022,WTT Youth Star Contender,68,Qatar,Doha,asia,west asia,2022-03-07T00:00:00,2022-03-11T00:00:00,,0.0,,,2528,,,,,,,WTT Youth Series
,WTT Youth Contender Sulaymaniyah 2022,WTT Youth Contender,69,Iraq,Sulaymaniyah,asia,west asia,2022-03-14T00:00:00,2022-03-20T00:00:00,,0.0,,,2529,,,,,,,WTT Youth Series
,WTT Youth Contender Tunis 2022,WTT Youth Contender,69,Tunisia,Rades,africa,north africa,2022-03-21T00:00:00,2022-03-27T00:00:00,,0.0,,,2538,,,,,,,WTT Youth Series
,WTT Youth Star Contender Otocec 2022 Presented by I Feel Slovenia,WTT Youth Star Contender,68,Slovenia,Otocec,europe,southern europe,2022-03-29T00:00:00,2022-04-02T00:00:00,,0.0,,,2543,,,,,,,WTT Youth Series
,WTT Youth Contender Linz 2022,WTT Youth Contender,69,Austria,Linz,europe,western europe,2022-04-27T00:00:00,2022-05-03T00:00:00,,0.0,,,2545,,,,,,,WTT Youth Series
,WTT Youth Contender Lima 2022,WTT Youth Contender,69,Peru,Lima,americas,south america,2022-05-07T00:00:00,2022-05-19T00:00:00,,0.0,,,2566,,,,,,,WTT Youth Series
,WTT Youth Contender Berlin 2022,WTT Youth Contender,69,Germany,Berlin,europe,western europe,2022-05-16T00:00:00,2022-05-22T00:00:00,,0.0,,,2547,,,,,,,WTT Youth Series
,WTT Youth Contender Wladyslawowo 2022,WTT Youth Contender,69,Poland,Wladyslawowo,europe,eastern europe,2022-05-16T00:00:00,2022-05-22T00:00:00,,0.0,,,2546,,,,,,,WTT Youth Series
,WTT Youth Contender Platja D'Aro 2022,WTT Youth Contender,69,Spain,"Platja d'Aro, Girona",europe,southern europe,2022-05-24T00:00:00,2022-05-30T00:00:00,,0.0,,,2548,,,,,,,WTT Youth Series
,WTT Youth Contender Salta 2022,WTT Youth Contender,69,Argentina,Salta,americas,south america,2022-06-03T00:00:00,2022-06-15T00:00:00,,0.0,,,2567,,,,,,,WTT Youth Series
,WTT Youth Contender Havirov 2022,WTT Youth Contender,69,Czechia,Havirov,europe,eastern europe,2022-06-06T00:00:00,2022-06-12T00:00:00,,0.0,,,2549,,,,,,,WTT Youth Series
,2022 South East Asian U15&U19 Training Camp,Continental Championships,79,Thailand,Bangkok,asia,south east asia,2022-06-15T00:00:00,2022-06-16T00:00:00,,,,,2596,,,,,,,
,26th Southeast Asian Junior & Cadet Table Tennis Championships,Continental Championships,79,Thailand,Bangkok,asia,south east asia,2022-06-17T00:00:00,2022-06-22T00:00:00,,,,,2597,,,,,,,
,26th Asian Junior and Cadet Table Tennis Championships Qualifying Tournament (West Asia),Continental Championships,79,Bahrain,Manama,asia,west asia,2022-06-23T00:00:00,2022-06-26T00:00:00,,,,,2599,,,,,,,
,2022 European Youth Championships,Youth Continental Championships,87,Serbia,Belgrade,europe,southern europe,2022-07-06T00:00:00,2022-07-15T00:00:00,,5437.0,,,2612,,,,,,,
,2022 African Youth Championships,Youth Continental Championships,87,Tunisia,Rades,africa,north africa,2022-07-21T00:00:00,2022-07-27T00:00:00,,5418.0,,,2607,,,,,,,
,WTT Youth Contender Agadir 2022,WTT Youth Contender,69,Morocco,Agadir,africa,north africa,2022-08-01T00:00:00,2022-08-07T00:00:00,,0.0,,,2550,,,,,,,WTT Youth Series
,2022 Pan American Youth Championships (U19),Youth Continental Championships,87,Argentina,Rosario,americas,south america,2022-08-02T00:00:00,2022-08-07T00:00:00,,5414.0,,,2613,,,,,,,
,WTT Youth Contender Helsingborg 2022,WTT Youth Contender,69,Sweden,Helsingborg,europe,northern europe,2022-08-08T00:00:00,2022-08-14T00:00:00,,0.0,,,2551,,,,,,,WTT Youth Series
,WTT Youth Contender Cuenca 2022,WTT Youth Contender,69,Ecuador,Cuenca,americas,south america,2022-08-19T00:00:00,2022-08-31T00:00:00,,0.0,,,2582,,,,,,,WTT Youth Series
,WTT Youth Contender Amman 2022,WTT Youth Contender,69,Jordan,Amman,asia,west asia,2022-08-22T00:00:00,2022-08-28T00:00:00,,0.0,,,2552,,,,,,,WTT Youth Series
,2022 Pan American Championships U15,Youth Continental Championships,87,Ecuador,Cuenca,americas,south america,2022-08-23T00:00:00,2022-08-28T00:00:00,,5415.0,,,2625,,,,,,,
,WTT Youth Contender Otocec 2022 presented by I feel Slovenia,WTT Youth Contender,69,Slovenia,Otocec,europe,southern europe,2022-08-30T00:00:00,2022-09-05T00:00:00,,0.0,,,2553,,,,,,,WTT Youth Series
,WTT Youth Contender Varazdin 2022,WTT Youth Contender,69,Croatia,Varaždin,europe,southern europe,2022-08-30T00:00:00,2022-09-05T00:00:00,,0.0,,,2554,,,,,,,WTT Youth Series
https://asia.ittf.com/pages/28/2022%20asian%20junior%20&%20cadet%20championships_2055,26th Asian Junior & Cadet Championships,Youth Continental Championships,87,Laos,Vientiane,asia,south east asia,2022-08-31T18:00:00,2022-09-05T18:00:00,,5450.0,,,2602,,,,,,,
,ITTF-Oceania Youth Championships,Youth Continental Championships,87,Australia,Melbourne,oceania,australasia,2022-09-05T00:00:00,2022-09-10T00:00:00,,,,,2616,,,,,,,
,WTT Youth Star Contender Skopje 2022,WTT Youth Star Contender,68,North Macedonia,Skopje,europe,southern europe,2022-09-07T00:00:00,2022-09-11T00:00:00,,0.0,,,2561,,,,,,,WTT Youth Series
,WTT Youth Contender Bangkok 2022,WTT Youth Contender,69,Thailand,Bangkok,asia,south east asia,2022-09-12T00:00:00,2022-09-18T00:00:00,,0.0,,,2555,,,,,,,WTT Youth Series
,WTT Youth Contender Tbilisi 2022,WTT Youth Contender,69,Georgia,Tbilisi,europe,southern europe,2022-09-19T00:00:00,2022-09-25T00:00:00,,0.0,,,2544,,,,,,,WTT Youth Series
,WTT Youth Contender Darwin 2022,WTT Youth Contender,69,Australia,Darwin,oceania,australasia,2022-09-27T00:00:00,2022-09-29T00:00:00,,0.0,,,2556,,,,,,,WTT Youth Series
,WTT Youth Contender Podgorica 2022,WTT Youth Contender,69,Montenegro,Podgorica,europe,southern europe,2022-10-02T00:00:00,2022-10-04T00:00:00,,0.0,,,2557,,,,,,,WTT Youth Series
,WTT Youth Star Contender Podgorica 2022,WTT Youth Star Contender,68,Montenegro,Podgorica,europe,southern europe,2022-10-05T00:00:00,2022-10-09T00:00:00,,0.0,,,2610,,,,,,,WTT Youth Series
,WTT Youth Contender Cairo 2022,WTT Youth Contender,69,Egypt,Cairo,africa,north africa,2022-10-24T00:00:00,2022-10-30T00:00:00,,0.0,,,2571,,,,,,,WTT Youth Series
,WTT Youth Contender Lignano 2022,WTT Youth Contender,69,Italy,Lignano Sabbiadoro,europe,southern europe,2022-10-30T00:00:00,2022-11-05T00:00:00,,0.0,,,2564,,,,,,,WTT Youth Series
,WTT Youth Contender Szombathely 2022,WTT Youth Contender,69,Hungary,Szombathely,europe,eastern europe,2022-11-03T00:00:00,2022-11-09T00:00:00,,0.0,,,2559,,,,,,,WTT Youth Series
,WTT Youth Contender Senec 2022,WTT Youth Contender,69,Slovak Republic,Senec,europe,eastern europe,2022-11-07T00:00:00,2022-11-13T00:00:00,,0.0,,,2560,,,,,,,WTT Youth Series
,WTT Youth Contender Jezzine 2022 Presented by White Land Foundation,WTT Youth Contender,69,Lebanon,Jezzine,asia,west asia,2022-11-14T00:00:00,2022-11-20T00:00:00,,0.0,,,2562,,,,,,,WTT Youth Series
,WTT Youth Star Contender Vila Nova de Gaia 2022,WTT Youth Star Contender,68,Portugal,Vila Nova de Gaia,europe,southern europe,2022-11-23T00:00:00,2022-11-27T00:00:00,,0.0,,,2583,,,,,,,WTT Youth Series
,2022 ITTF World Youth Championships,World Youth Championships,30,Tunisia,Rades,africa,north africa,2022-12-04T00:00:00,2022-12-11T00:00:00,,,,,2590,,,,,,,
,WTT Youth Contender Linz 2023,WTT Youth Contender,69,Austria,Linz,europe,western europe,2023-01-11T00:00:00,2023-01-14T00:00:00,,0.0,,,2639,,,,,,,WTT Youth Series
,WTT Youth Contender Doha 2023,WTT Youth Contender,69,Qatar,Doha,asia,west asia,2023-01-27T00:00:00,2023-01-30T00:00:00,,0.0,,,2642,,,,,,,WTT Youth Series
,WTT Youth Star Contender Tunis 2023,WTT Youth Star Contender,68,Tunisia,Rades,africa,north africa,2023-02-01T00:00:00,2023-02-05T00:00:00,,0.0,,,2644,,,,,,,WTT Youth Series
,WTT Youth Contender Vila Real 2023,WTT Youth Contender,69,Portugal,Vila Real,europe,southern europe,2023-02-25T00:00:00,2023-03-03T00:00:00,,0.0,,,2643,,,,,,,WTT Youth Series
,WTT Youth Contender Sulaymaniyah 2023,WTT Youth Contender,69,Iraq,Sulaymaniyah,asia,west asia,2023-03-13T00:00:00,2023-03-19T00:00:00,,0.0,,,2648,,,,,,,WTT Youth Series
,WTT Youth Contender Antalya 2023,WTT Youth Contender,69,Türkiye,Antalya,europe,southern europe,2023-03-19T00:00:00,2023-03-25T00:00:00,,0.0,,,2709,,,,,,,WTT Youth Series
,WTT Youth Contender Wladyslawowo 2023,WTT Youth Contender,69,Poland,Wladyslawowo,europe,eastern europe,2023-03-27T00:00:00,2023-04-02T00:00:00,,0.0,,,2677,,,,,,,WTT Youth Series
,WTT Youth Contender Berlin 2023,WTT Youth Contender,69,Germany,Berlin,europe,western europe,2023-03-27T00:00:00,2023-04-02T00:00:00,,0.0,,,2684,,,,,,,WTT Youth Series
,WTT Youth Star Contender Podgorica 2023,WTT Youth Star Contender,68,Montenegro,Podgorica,europe,southern europe,2023-04-11T00:00:00,2023-04-15T00:00:00,,0.0,,,2681,,,,,,,WTT Youth Series
