playerId,PlayerName,PlayerFamilyName,PlayerGivenName,PlayerFamilyNameFirst,Gender,Age,DOB,CountryName,CountryCode,NationalityName,NationalityCode,OrganizationName,OrganizationCode,Style,Grip,Hand,HeadShot
90051,Francisco LOPEZ,LOPEZ,Francisco,LOPEZ Francisco,M,63.0,09/19/1962 00:00:00,Venezuela,VEN,Venezuela,VEN,VENEZUELA,VEN,Attacker,Shakehand,Right,
100001,Amalraj ANTHONY,ANTHONY,Amalraj,ANTHONY Amalraj,M,39.0,01/24/1986 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100001_Headshot_R_AMALRAJ_Anthony.png
100032,Farah ABDELAZIZ,ABDELAZIZ,Farah,ABDELAZIZ Farah,F,33.0,09/01/1992 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100032_Headshot_R_ABDEL_AZIZ_Farah.png
100079,Bode ABIODUN,ABIODUN,Bode,ABIODUN Bode,M,45.0,09/10/1980 00:00:00,Nigeria,NGR,Nigeria,NGR,NIGERIA,NGR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100079_Headshot_R_ABIODUN_Bode.png
100089,Luke ABRAHAMS,ABRAHAMS,Luke,ABRAHAMS Luke,M,37.0,07/04/1988 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Right,
100154,Mawussi AGBETOGLO,AGBETOGLO,Mawussi,AGBETOGLO Mawussi,M,31.0,12/24/1993 00:00:00,Togo,TOG,Togo,TOG,TOGO,TOG,Attacker,Shakehand,Right,
100189,Ahmed ALAWLAQI,ALAWLAQI,Ahmed,ALAWLAQI Ahmed,M,34.0,01/23/1991 00:00:00,Qatar,QAT,Qatar,QAT,QATAR,QAT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100189_Headshot_R_ALAWLAQI_Ahmed.png
100190,Faisal AHMAD,AHMAD,Faisal,AHMAD Faisal,M,40.0,04/24/1985 00:00:00,United Arab Emirates,UAE,United Arab Emirates,UAE,UNITED ARAB EMIRATES,UAE,Attacker,Shakehand,Right,
100196,Moosa AHMED,AHMED,Moosa,AHMED Moosa,M,38.0,07/10/1987 00:00:00,Maldives,MDV,Maldives,MDV,MALDIVES,MDV,Attacker,Shakehand,Left,
100218,Mohammadreza AKHLAGHPASAND,AKHLAGHPASAND,Mohammadreza,AKHLAGHPASAND Mohammadreza,M,46.0,12/12/1978 00:00:00,USA,USA,USA,USA,USA,USA,Attacker,Shakehand,Left,
100302,Naif AL-JADAI,AL-JADAI,Naif,AL-JADAI Naif,M,40.0,11/14/1984 00:00:00,Saudi Arabia,KSA,Saudi Arabia,KSA,SAUDI ARABIA,KSA,Attacker,Shakehand,Right,
100329,Fahed ALMUGHANNE,ALMUGHANNE,Fahed,ALMUGHANNE Fahed,M,32.0,04/15/1993 00:00:00,Qatar,QAT,Qatar,QAT,QATAR,QAT,Attacker,Shakehand,Right,
100439,Ahmed SALEH,SALEH,Ahmed,SALEH Ahmed,M,45.0,11/14/1979 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100439_Headshot_R_SALEH_Ahmed.png
100445,Azzam ALIM,ALIM,Azzam,ALIM Azzam,M,33.0,01/29/1992 00:00:00,Saudi Arabia,KSA,Saudi Arabia,KSA,SAUDI ARABIA,KSA,Attacker,Shakehand,Right,
100486,Gaston ALTO,ALTO,Gaston,ALTO Gaston,M,40.0,07/06/1985 00:00:00,Argentina,ARG,Argentina,ARG,ARGENTINA,ARG,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100486_Headshot_R_ALTO_Gaston.png
100534,Jimoh AMUSA,AMUSA,Jimoh,AMUSA Jimoh,M,45.0,01/04/1980 00:00:00,Benin,BEN,Benin,BEN,BENIN,BEN,,,,
100621,Tiago APOLONIA,APOLONIA,Tiago,APOLONIA Tiago,M,39.0,07/28/1986 00:00:00,Portugal,POR,Portugal,POR,PORTUGAL,POR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100621_Headshot_R_APOLONIA_Tiago.png
100642,Angie ARAYA,ARAYA,Angie,ARAYA Angie,F,34.0,03/20/1991 00:00:00,Costa Rica,CRC,Costa Rica,CRC,COSTA RICA,CRC,Attacker,Shakehand,Right,
100696,Omar ASSAR,ASSAR,Omar,ASSAR Omar,M,34.0,07/22/1991 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100696_HEADSHOT_R_Omar_ASSAR.png
100817,Andrew BAGGALEY,BAGGALEY,Andrew,BAGGALEY Andrew,M,42.0,02/26/1983 00:00:00,England,ENG,England,ENG,ENGLAND,ENG,Attacker,Shakehand,Right,
100868,Barbora VARADY,VARADY,Barbora,VARADY Barbora,F,33.0,03/18/1992 00:00:00,Slovak Republic,SVK,Slovak Republic,SVK,SLOVAK REPUBLIC,SVK,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/100868_Headshot_R_BALAZOVA_Barbora.png
101000,Michelle BROMLEY,BROMLEY,Michelle,BROMLEY Michelle,F,37.0,12/24/1987 00:00:00,Australia,AUS,Australia,AUS,AUSTRALIA,AUS,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/101000_Headshot_R_BROMLEY_Michelle.png
101031,Aissa BELKADI,BELKADI,Aissa,BELKADI Aissa,M,36.0,08/19/1989 00:00:00,Algeria,ALG,Algeria,ALG,ALGERIA,ALG,Attacker,Shakehand,Right,
101040,Ocean BELROSE,BELROSE,Ocean,BELROSE Ocean,M,32.0,08/05/1993 00:00:00,Tahiti,PYF,Tahiti,PYF,TAHITI,PYF,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/101040_HEADSHOT_R_BELROSE_Ocean.png
101168,Bryan BLAS,BLAS,Bryan,BLAS Bryan,M,36.0,05/23/1989 00:00:00,Peru,PER,Peru,PER,PERU,PER,Attacker,Shakehand,Right,
101192,Mihai BOBOCICA,BOBOCICA,Mihai,BOBOCICA Mihai,M,39.0,09/08/1986 00:00:00,Italy,ITA,Italy,ITA,ITALY,ITA,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/101192_Headshot_R_BOBOCICA_Mihai.png
101222,Timo BOLL,BOLL,Timo,BOLL Timo,M,44.0,03/08/1981 00:00:00,Germany,GER,Germany,GER,GERMANY,GER,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/101222_Headshot_R_BOLL_Timo.png
101247,Jerusa BORGES,BORGES,Jerusa,BORGES Jerusa,F,37.0,08/23/1988 00:00:00,Angola,ANG,Angola,ANG,ANGOLA,ANG,,,,
101276,Sofiene BOUDJADJA,BOUDJADJA,Sofiene,BOUDJADJA Sofiene,M,42.0,11/08/1983 00:00:00,Algeria,ALG,Algeria,ALG,ALGERIA,ALG,Attacker,Penhold,Right,
101480,Jesus CANTERO,CANTERO,Jesus,CANTERO Jesus,M,43.0,03/09/1982 00:00:00,Spain,ESP,Spain,ESP,SPAIN,ESP,Attacker,Penhold,Right,
101514,Diogo CARVALHO,CARVALHO,Diogo,CARVALHO Diogo,M,33.0,10/10/1992 00:00:00,Portugal,POR,Portugal,POR,PORTUGAL,POR,Attacker,Shakehand,Right,
101545,Alexandru CAZACU,CAZACU,Alexandru,CAZACU Alexandru,M,37.0,10/06/1988 00:00:00,Romania,ROU,Romania,ROU,ROMANIA,ROU,Attacker,Shakehand,Right,
101648,CHEN Chien-An,CHEN,Chien-An,CHEN Chien-An,M,34.0,06/16/1991 00:00:00,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,TPE,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/101648_Headshot_R_CHEN_Chien_An.png
101820,CHUANG Chih-Yuan,CHUANG,Chih-Yuan,CHUANG Chih-Yuan,M,44.0,04/02/1981 00:00:00,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,TPE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/101820_Headshot_R_CHUANG Chih-Yuan.png
101836,Rheann CHUNG,CHUNG,Rheann,CHUNG Rheann,F,40.0,03/27/1985 00:00:00,Trinidad and Tobago,TTO,Trinidad and Tobago,TTO,TRINIDAD AND TOBAGO,TTO,Attacker,Shakehand,Right,
101877,Geovanny COELLO,COELLO,Geovanny,COELLO Geovanny,M,47.0,09/13/1978 00:00:00,Ecuador,ECU,Ecuador,ECU,ECUADOR,ECU,Attacker,Shakehand,Right,
101879,Theo COGILL,COGILL,Theo,COGILL Theo,M,38.0,02/23/1987 00:00:00,South Africa,RSA,South Africa,RSA,SOUTH AFRICA,RSA,Attacker,Shakehand,Left,
102201,Divya DESHPANDE,DESHPANDE,Divya,DESHPANDE Divya,F,35.0,03/29/1990 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,
102213,Jeremy DEY,DEY,Jeremy,DEY Jeremy,M,37.0,03/27/1988 00:00:00,New Caledonia,NCL,New Caledonia,NCL,NEW CALEDONIA,NCL,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102213_Headshot_R_Jeremy DEY.png
102316,Daniela DODEAN,DODEAN,Daniela,DODEAN Daniela,F,37.0,01/13/1988 00:00:00,Romania,ROU,Romania,ROU,ROMANIA,ROU,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102316_Headshot_R_MONTEIRO_DODEAN_Daniela.png
102367,Mark DOWELL,DOWELL,Mark,DOWELL Mark,M,43.0,06/23/1982 00:00:00,Barbados,BAR,Barbados,BAR,BARBADOS,BAR,Attacker,Shakehand,Right,
102380,Paul DRINKHALL,DRINKHALL,Paul,DRINKHALL Paul,M,35.0,01/16/1990 00:00:00,England,ENG,England,ENG,ENGLAND,ENG,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102380_Headshot_R_DRINKHALL_Paul.png
102427,Galia DVORAK,DVORAK,Galia,DVORAK Galia,F,37.0,04/01/1988 00:00:00,Spain,ESP,Spain,ESP,SPAIN,ESP,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102427_Headshot_R_DVORAK_Galia.png
102441,Simon EBODE,EBODE,Simon,EBODE Simon,M,43.0,06/05/1982 00:00:00,Cameroon,CMR,Cameroon,CMR,CAMEROON,CMR,Attacker,Shakehand,Right,
102445,Offiong EDEM,EDEM,Offiong,EDEM Offiong,F,38.0,12/31/1986 00:00:00,Nigeria,NGR,Nigeria,NGR,NIGERIA,NGR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102445_Headshot_R_EDEM_Offiong.png
102486,Mohamed ELBEIALI,ELBEIALI,Mohamed,ELBEIALI Mohamed,M,37.0,07/02/1988 00:00:00,Egypt,EGY,Egypt,EGY,EGYPT,EGY,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102486_HEADSHOT_R_ELBEIALY_Mohamed.png
102671,Maha FARAMARZI,FARAMARZI,Maha,FARAMARZI Maha,F,32.0,03/01/1993 00:00:00,Qatar,QAT,Qatar,QAT,QATAR,QAT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102671_Headshot_R_FARAMARZI_Maha.png
102680,Kevin FARLEY,FARLEY,Kevin,FARLEY Kevin,M,39.0,01/07/1986 00:00:00,Barbados,BAR,Barbados,BAR,BARBADOS,BAR,Attacker,Shakehand,Left,
102712,FENG Tianwei,FENG,Tianwei,FENG Tianwei,F,39.0,08/31/1986 00:00:00,Singapore,SGP,Singapore,SGP,SINGAPORE,SGP,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102712_Headshot_R_FENG_Tianwei.png
102761,Ruwen FILUS,FILUS,Ruwen,FILUS Ruwen,M,37.0,02/14/1988 00:00:00,Germany,GER,Germany,GER,GERMANY,GER,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102761_Headshot_R_FILUS_Ruwen.png
102827,Christopher FRANKLIN,FRANKLIN,Christopher,FRANKLIN Christopher,M,40.0,11/18/1984 00:00:00,Guyana,GUY,Guyana,GUY,GUYANA,GUY,Attacker,Shakehand,Right,
102832,Patrick FRANZISKA,FRANZISKA,Patrick,FRANZISKA Patrick,M,33.0,06/11/1992 00:00:00,Germany,GER,Germany,GER,GERMANY,GER,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102832_Headshot_R_Patrick FRANZISKA.png
102841,Marcos FREITAS,FREITAS,Marcos,FREITAS Marcos,M,37.0,04/08/1988 00:00:00,Portugal,POR,Portugal,POR,PORTUGAL,POR,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102841_Headshot_R_FREITAS_Marcos.png
102863,Fu YU,YU,Fu,YU Fu,F,46.0,11/29/1978 00:00:00,Portugal,POR,Portugal,POR,PORTUGAL,POR,Attacker,Penhold,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102863_Headshot_R_YU_Fu.png
102891,Andrej GACINA,GACINA,Andrej,GACINA Andrej,M,39.0,05/21/1986 00:00:00,Croatia,CRO,Croatia,CRO,CROATIA,CRO,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102891_Headshot_R_GACINA_Andrej.png
102949,Hanna HAPONOVA,HAPONOVA,Hanna,HAPONOVA Hanna,F,40.0,10/28/1985 00:00:00,Ukraine,UKR,Ukraine,UKR,UKRAINE,UKR,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102949_Headshot_R_GAPONOVA_Ganna.png
102968,Robert GARDOS,GARDOS,Robert,GARDOS Robert,M,46.0,01/16/1979 00:00:00,Austria,AUT,Austria,AUT,AUSTRIA,AUT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/102968_Headshot_R_GARDOS_Robert.png
102983,Hector GATICA,GATICA,Hector,GATICA Hector,M,41.0,10/03/1984 00:00:00,Guatemala,GUA,Guatemala,GUA,GUATEMALA,GUA,Attacker,Shakehand,Right,
103047,Meron MEKURIA,MEKURIA,Meron,MEKURIA Meron,F,40.0,09/27/1985 00:00:00,Ethiopia,ETH,Ethiopia,ETH,ETHIOPIA,ETH,,,,
103070,Soumyajit GHOSH,GHOSH,Soumyajit,GHOSH Soumyajit,M,32.0,05/10/1993 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103070_Headshot_R_GHOSH_Soumyajit.png
103075,Antonio GIANNINI,GIANNINI,Antonio,GIANNINI Antonio,M,50.0,07/09/1975 00:00:00,Venezuela,VEN,Venezuela,VEN,VENEZUELA,VEN,Attacker,Shakehand,Left,
103093,Rodrigo GILABERT,GILABERT,Rodrigo,GILABERT Rodrigo,M,34.0,09/16/1991 00:00:00,Argentina,ARG,Argentina,ARG,ARGENTINA,ARG,Attacker,Shakehand,Right,
103107,Panagiotis GIONIS,GIONIS,Panagiotis,GIONIS Panagiotis,M,45.0,01/07/1980 00:00:00,Greece,GRE,Greece,GRE,GREECE,GRE,Defender,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103107_Headshot_R_GIONIS_Panagiotis.png
103126,Sathiyan GNANASEKARAN,GNANASEKARAN,Sathiyan,GNANASEKARAN Sathiyan,M,32.0,01/08/1993 00:00:00,India,IND,India,IND,INDIA,IND,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103126_Headshot_R_GNANASEKARAN_Sathiyan.png
103163,Ludovic GOMBOS,GOMBOS,Ludovic,GOMBOS Ludovic,M,48.0,06/22/1977 00:00:00,USA,USA,USA,USA,USA,USA,Attacker,Shakehand,Left,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103163_Headshot_R_GOMBOS_Ludovic.png
103175,Tessy GONDERINGER,GONDERINGER,Tessy,GONDERINGER Tessy,F,32.0,05/18/1993 00:00:00,Luxembourg,LUX,Luxembourg,LUX,LUXEMBOURG,LUX,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103175_HEADSHOT_R_GONDERINGER_Tessy.png
103182,Oscar Enrique GONZALES,GONZALES,Oscar Enrique,GONZALES Oscar Enrique,M,58.0,03/07/1967 00:00:00,Argentina,ARG,Argentina,ARG,ARGENTINA,ARG,Attacker,Shakehand,Right,
103189,Eliana GONZALEZ,GONZALEZ,Eliana,GONZALEZ Eliana,F,56.0,06/01/1969 00:00:00,Peru,PER,Peru,PER,PERU,PER,Attacker,Shakehand,Right,
103230,Rafael GRANADILLO,GRANADILLO,Rafael,GRANADILLO Rafael,M,40.0,04/29/1985 00:00:00,Venezuela,VEN,Venezuela,VEN,VENEZUELA,VEN,Attacker,Shakehand,Right,
103308,Martin GUMAN,GUMAN,Martin,GUMAN Martin,M,39.0,11/29/1985 00:00:00,Slovak Republic,SVK,Slovak Republic,SVK,SLOVAK REPUBLIC,SVK,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103308_Headshot_R_GUMAN_Martin.png
103329,Allan GUTIERREZ,GUTIERREZ,Allan,GUTIERREZ Allan,M,33.0,07/11/1992 00:00:00,Guatemala,GUA,Guatemala,GUA,GUATEMALA,GUA,Attacker,Shakehand,Right,
103345,Daniel HABESOHN,HABESOHN,Daniel,HABESOHN Daniel,M,39.0,07/22/1986 00:00:00,Austria,AUT,Austria,AUT,AUSTRIA,AUT,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103345_Headshot_R_HABESOHN_Daniel.png
103425,Sarah HANFFOU,HANFFOU,Sarah,HANFFOU Sarah,F,39.0,10/08/1986 00:00:00,Cameroon,CMR,Cameroon,CMR,CAMEROON,CMR,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103425_Headshot_R_HANFFOU_Sarah.png
103621,Adam HMAM,HMAM,Adam,HMAM Adam,M,31.0,11/11/1994 00:00:00,Tunisia,TUN,Tunisia,TUN,TUNISIA,TUN,Attacker,Shakehand,Right,
103752,HUANG Yi-Hua,HUANG,Yi-Hua,HUANG Yi-Hua,F,41.0,07/20/1984 00:00:00,Chinese Taipei,TPE,Chinese Taipei,TPE,CHINESE TAIPEI,TPE,Attacker,Shakehand,Right,https://wttsimfiles.blob.core.windows.net/wtt-media/photos/400px/103752_HEADSHOT_R_HUANG_Yi-Hua.png
